hostname,hostid,sy_name,hd_name,hip_name,tic_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,st_logg,st_age,st_met,st_metratio,st_radv,st_rotp,st_vsin,st_log_rhk
Kepler-1171,2.428003,Kepler-1171,,,TIC 138888759,Gaia DR3 2052136752727511552,,7044,1.95,1.58,0.86922,0.47547,4.05,1.35,-0.01,[Fe/H],,,,
Kepler-1172,2.311240,Kepler-1172,,,TIC 122507231,Gaia DR3 2051103314872392192,,5558,0.89,0.92,-0.16073,1.73973,4.51,4.37,-0.04,[Fe/H],,,,
Kepler-1173,2.550494,Kepler-1173,,,TIC 275490034,Gaia DR3 2128039304560957952,,5252,0.82,0.86,-0.43521,1.8,4.55,4.79,0,[Fe/H],,,,
Kepler-1174,2.491167,Kepler-1174,,,TIC 123408863,Gaia DR3 2104710176078205440,,5936,1.04,1.04,0.55531,3.89135,4.42,3.55,-0.04,[Fe/H],,,,
Kepler-1175,2.571491,Kepler-1175,,,TIC 158986028,Gaia DR3 2127781228564883456,,5453,0.86,0.9,-0.3398,4.60464,4.53,4.17,-0.04,[Fe/H],,,,
Kepler-1176,2.544946,Kepler-1176,,,TIC 273582656,Gaia DR3 2079323758268003968,,5844,1.02,1.01,-0.11691,6.92559,4.42,3.8,-0.01,[Fe/H],,,,
Kepler-1177,2.35193,Kepler-1177,,,TIC 399826020,Gaia DR3 2131318426189833728,,5712,0.97,0.98,0.34212,0.34158,4.46,4.47,0.02,[Fe/H],,,,
Kepler-1178,2.552977,Kepler-1178,,,TIC 158729099,Gaia DR3 2127340290041707520,,4990,0.75,0.8,-0.27723,3.02114,4.59,4.68,-0.05,[Fe/H],,,,
Kepler-1179,2.15573,Kepler-1179,,,TIC 164658882,Gaia DR3 2131625808407771520,,5212,0.81,0.84,-0.44424,1.95,4.56,4.9,-0.03,[Fe/H],-26.04,,3.2,
Kepler-118,2.478859,Kepler-118,,,TIC 171884427,Gaia DR3 2075162656527684864,,5274,1.094,0.811,-0.37737,6.77384,4.321,13.9,0.18,[Fe/H],,,,
Kepler-1180,2.507702,Kepler-1180,,,TIC 271966200,Gaia DR3 2078025990949149056,,6077,1.14,1.09,0.41746,0.66064,4.36,3.09,0,[Fe/H],,,,
Kepler-1181,2.441431,Kepler-1181,,,TIC 394176812,Gaia DR3 2101035367703145088,,6176,1.3,1.17,0.47243,1.15805,4.27,3.24,0.03,[Fe/H],,,,
Kepler-1181,2.441431,Kepler-1181,,,TIC 394176812,Gaia DR3 2101035367703145088,,6688,1.347,1.336,0.47243,0.50724,4.304,3.24,0.07,[Fe/H],,,,
Kepler-1182,2.520127,Kepler-1182,,,TIC 272270522,Gaia DR3 2079548917633369472,,5924,1.05,1.04,0.25605,2.73705,4.41,3.39,0.01,[Fe/H],,,,
Kepler-1183,2.431617,Kepler-1183,,,TIC 137550938,Gaia DR3 2052721692908731904,,5765,0.99,1,0.25466,1.04093,4.45,4.27,0.04,[Fe/H],,,,
Kepler-1184,2.2011,Kepler-1184,,,TIC 159725400,Gaia DR3 2129099474286578048,,5983,1.07,1.05,0.06532,0.68566,4.41,3.55,-0.04,[Fe/H],,,,
Kepler-1185,2.438546,Kepler-1185,,,TIC 121121775,Gaia DR3 2100408508633587712,,5622,0.87,0.96,0.28187,0.622603,4.54,1.55,-0.04,[Fe/H],2.55509,,,
Kepler-1186,2.5021,Kepler-1186,,,TIC 158730884,Gaia DR3 2130782895307640192,,5635,0.93,0.95,0.06369,12.8622,4.49,4.47,0,[Fe/H],,,,
Kepler-1187,2.424602,Kepler-1187,,,TIC 121021644,Gaia DR3 2099219867845754752,,5975,1.09,1.06,0.13585,4.91133,4.39,3.39,-0.01,[Fe/H],,,,
Kepler-1188,2.506516,Kepler-1188,,,TIC 164460740,Gaia DR3 2105000687666286592,,5913,1.06,1.04,0.39786,0.58322,4.4,4.17,0,[Fe/H],,,,
Kepler-1189,2.18075,Kepler-1189,,,TIC 267991349,Gaia DR3 2086474260339833088,,6012,1.16,1.11,0.04086,1.42473,4.36,3.39,0.08,[Fe/H],,,,
Kepler-119,2.499389,Kepler-119,,,TIC 271964647,Gaia DR3 2077236713401973888,,5595,0.839,0.918,-0.0366,1.35492,4.567,3.63,0.01,[Fe/H],,,,
Kepler-1190,2.35068,Kepler-1190,,,TIC 48504464,Gaia DR3 2132028912560212096,,4730,0.72,0.76,-0.7272,2.94604,4.62,3.98,-0.02,[Fe/H],,,,
Kepler-1191,2.18855,Kepler-1191,,,TIC 26538999,Gaia DR3 2129250313538148736,,5308,0.81,0.85,-0.22611,2.26307,4.56,4.57,-0.08,[Fe/H],,,,
Kepler-1192,2.518943,Kepler-1192,,,TIC 123416753,Gaia DR3 2105273705848965888,,5438,0.83,0.86,-0.1283,2.33467,4.55,4.47,-0.16,[Fe/H],,,,
Kepler-1193,2.50496,Kepler-1193,,,TIC 298897851,Gaia DR3 2133404474624835840,,5908,1.21,1.08,0.35069,0.41,4.31,5.01,0.12,[Fe/H],-5.53176,,,
Kepler-1194,2.422790,Kepler-1194,,,TIC 137317096,Gaia DR3 2052662422359019904,,5590,0.92,0.94,-0.127,6.60457,4.49,4.79,0,[Fe/H],,,,
Kepler-1195,2.464671,Kepler-1195,,,TIC 120252007,Gaia DR3 2103644611871388032,,4965,0.71,0.74,-0.44607,6.93388,4.61,4.47,-0.25,[Fe/H],,,,
Kepler-1196,2.521647,Kepler-1196,,,TIC 63210324,Gaia DR3 2125962155298608000,,5756,0.97,0.98,-0.04702,5.34075,4.46,3.98,0,[Fe/H],,,,
Kepler-1197,2.497208,Kepler-1197,,,TIC 63004645,Gaia DR3 2125790322246812672,,4708,0.72,0.78,-0.66629,2.19,4.62,2.69,0.06,[Fe/H],,,,
Kepler-1198,2.538353,Kepler-1198,,,TIC 158843826,Gaia DR3 2127139491730929536,,5517,0.9,0.93,-0.23165,3.85065,4.5,4.68,0.03,[Fe/H],,,,
Kepler-1199,2.7072,Kepler-1199,,,TIC 270696519,Gaia DR3 2128230615282091904,,5889,1.17,0.94,0.18707,0.44,4.27,7.76,-0.27,[Fe/H],-39.42695,,,
Kepler-12,2.41298,Kepler-12,,,TIC 405717754,Gaia DR3 2133599775377340672,,5947,1.483,1.166,0.44933,0.50824,4.175,4,0.07,[Fe/H],,,0.8,
Kepler-120,2.438607,Kepler-120,,,TIC 121458707,Gaia DR3 2099740761478810624,M0 V,4096,0.534,0.654,-0.67701,2.77559,4.732,3.63,-0.12,[Fe/H],,,,
Kepler-1200,2.526334,Kepler-1200,,,TIC 272489594,Gaia DR3 2078832929407597312,,4612,0.7,0.74,-0.68923,2.48278,4.63,3.02,0.04,[Fe/H],,,,
Kepler-1201,2.465585,Kepler-1201,,,TIC 377915758,Gaia DR3 2076579445968420736,,6177,1.24,1.15,0.04424,0.26952,4.32,2.95,0.03,[Fe/H],,,,
Kepler-1202,2.535307,Kepler-1202,,,TIC 63209010,Gaia DR3 2126579050039312640,,5834,1.04,1.03,-0.13389,0.87771,4.42,4.17,0.06,[Fe/H],,,,
Kepler-1203,2.525922,Kepler-1203,,,TIC 63449012,Gaia DR3 2126343823271448832,,4105,0.61,0.64,-0.85362,2.81504,4.67,3.47,0.01,[Fe/H],,,,
Kepler-1204,2.495296,Kepler-1204,,,TIC 159043952,Gaia DR3 2102648832296149888,,5825,1.03,1.03,-0.05771,1.73921,4.42,4.27,0.06,[Fe/H],,,,
Kepler-1205,2.479568,Kepler-1205,,,TIC 122443195,Gaia DR3 2101798634930170240,,5226,0.81,0.84,-0.41829,4.9894,4.56,4.9,-0.04,[Fe/H],,,,
Kepler-1206,2.39051,Kepler-1206,,,TIC 27649203,Gaia DR3 2134907747540447232,,4877,0.75,0.8,-0.61957,4.7099,4.6,3.55,0.07,[Fe/H],,,,
Kepler-1207,2.34608,Kepler-1207,,,TIC 27390527,Gaia DR3 2134833427427670016,,5909,1.06,1.06,0.63789,0.8893,4.41,3.63,0.05,[Fe/H],,,,
Kepler-1208,2.533638,Kepler-1208,,,TIC 63010574,Gaia DR3 2126563450717837056,,5001,0.76,0.8,-0.55349,19.93868,4.59,4.47,-0.03,[Fe/H],,,,
Kepler-1209,2.32026,Kepler-1209,,,TIC 399953998,Gaia DR3 2131252627290713472,,6210,1.38,1.23,0.34256,0.58,4.24,3.09,0.12,[Fe/H],-26.46577,,,
Kepler-121,2.442423,Kepler-121,,,TIC 120765800,Gaia DR3 2100654421280638976,,5311,0.701,0.859,-0.47396,9.36513,4.646,0.5,-0.08,[Fe/H],,,,
Kepler-1210,2.21658,Kepler-1210,,,TIC 26750065,Gaia DR3 2128893144058813056,,5568,0.92,0.94,-0.14879,4.6734,4.49,5.13,0.04,[Fe/H],,,,
Kepler-1211,2.464781,Kepler-1211,,,TIC 120578889,Gaia DR3 2103785516859681152,,5705,0.94,0.96,0.13445,0.8,4.48,4.17,-0.08,[Fe/H],,,,
Kepler-1212,2.42063,Kepler-1212,,,TIC 27912642,Gaia DR3 2135280378903961984,,6051,1.15,1.1,0.21104,1.15071,4.36,3.24,0.03,[Fe/H],,,,
Kepler-1213,2.49010,Kepler-1213,,,TIC 416266465,Gaia DR3 2133138942567823744,,6050,1.21,1.14,0.39455,0.35,4.33,3.47,0.13,[Fe/H],,,,
Kepler-1214,2.39301,Kepler-1214,,,TIC 48528473,Gaia DR3 2132127666747169024,,5130,0.8,0.85,-0.41949,12.56224,4.57,4.68,0.05,[Fe/H],,,,
Kepler-1215,2.20707,Kepler-1215,,,TIC 28230011,Gaia DR3 2086526693301504896,,5616,0.93,0.95,-0.18176,5.06537,4.48,4.79,0.01,[Fe/H],,,,
Kepler-1216,2.554229,Kepler-1216,,,TIC 158486842,Gaia DR3 2130309796070517888,,5743,0.98,0.99,0.0729,1.64385,4.46,4.07,0.03,[Fe/H],,,,
Kepler-1217,2.48977,Kepler-1217,,,TIC 299160628,Gaia DR3 2133150418720312832,,5905,1.08,1.06,0.08509,3.35123,4.4,3.8,0.07,[Fe/H],,,,
Kepler-1218,2.533597,Kepler-1218,,,TIC 159763595,Gaia DR3 2126191334752646016,,5986,1.1,1.06,0.36296,0.38,4.38,3.8,-0.02,[Fe/H],,,,
Kepler-1219,2.9145,Kepler-1219,,,TIC 273046164,Gaia DR3 2086389357427331712,,5944,1.94,1.25,0.92552,0.08,3.97,4.37,0.05,[Fe/H],,,,
Kepler-122,2.447498,Kepler-122,,,TIC 122714267,Gaia DR3 2053070616052194304,,6050,1.216,0.982,0.26993,0.53,4.299,7.94,-0.08,[Fe/H],,,,
Kepler-122,2.447498,Kepler-122,,,TIC 122714267,Gaia DR3 2053070616052194304,,5917,0.949,1.03,0.26993,0.53,4.35,7.94,-0.08,[Fe/H],,,,
Kepler-1220,2.504421,Kepler-1220,,,TIC 272944301,Gaia DR3 2078707035323917568,,5842,0.99,1,0.02481,1.66158,4.45,3.63,-0.04,[Fe/H],,,,
Kepler-1221,2.551398,Kepler-1221,,,TIC 279912260,,,5194,0.82,0.87,-0.355,1.04718,4.55,4.57,0.09,[Fe/H],,,,
Kepler-1222,2.34589,Kepler-1222,,,TIC 27240404,Gaia DR3 2134837069559538176,,5239,0.8,0.84,-0.45761,1.92,4.56,4.37,-0.04,[Fe/H],,,,
Kepler-1223,2.533137,Kepler-1223,,,TIC 164889945,Gaia DR3 2105969082532659328,,4870,0.75,0.8,-0.54142,1.8193,4.6,3.63,0.04,[Fe/H],,,,
Kepler-1224,2.244850,Kepler-1224,,,TIC 120964116,Gaia DR3 2099122522408063232,,6155,1.22,1.18,0.29282,0.74,4.34,2.34,0.14,[Fe/H],,,,
Kepler-1225,2.451067,Kepler-1225,,,TIC 122595850,Gaia DR3 2101123534792103168,,6140,1.19,1.13,0.33289,5.68003,4.34,3.02,0.01,[Fe/H],,,,
Kepler-1226,2.47285,Kepler-1226,,,TIC 27845000,Gaia DR3 2135377135926967424,,5923,1.02,1.02,0.35947,0.4,4.43,3.72,-0.08,[Fe/H],,,,
Kepler-1227,2.484585,Kepler-1227,,,TIC 121113728,Gaia DR3 2102431713108873216,,5747,0.95,0.97,-0.15834,1.13,4.47,4.17,-0.04,[Fe/H],,,,
Kepler-1228,2.2428,Kepler-1228,,,TIC 272596598,Gaia DR3 2080534148769345408,,5063,0.74,0.78,-0.5546,2.23,4.59,5.13,-0.18,[Fe/H],,,,
Kepler-1229,2.2601,Kepler-1229,,,TIC 273373582,Gaia DR3 2086316205543022336,,3784,0.51,0.54,-1.533,4.35164,4.75,3.72,-0.06,[Fe/H],,17.63,,
Kepler-123,2.501209,Kepler-123,,,TIC 272944990,Gaia DR3 2078697552035948800,,6089,1.264,1.079,0.40952,0.49,4.277,5.01,-0.08,[Fe/H],,,,
Kepler-1230,2.482509,Kepler-1230,,,TIC 237157859,Gaia DR3 2104527554068149120,,5961,1.08,1.06,0.09626,3.20056,4.4,3.47,0.01,[Fe/H],,,,
Kepler-1231,2.498537,Kepler-1231,,,TIC 158792743,Gaia DR3 2102711882417133952,,5778,1,1.01,0.02302,1.2762,4.44,4.17,0.06,[Fe/H],,,,
Kepler-1232,2.32612,Kepler-1232,,,TIC 351190880,Gaia DR3 2086814864122389760,,5471,0.89,0.92,-0.35931,1.77,4.51,4.79,0.06,[Fe/H],,,,
Kepler-1233,2.568930,Kepler-1233,,,TIC 273131021,Gaia DR3 2080300949226451200,,6198,1.25,1.16,0.22091,1.32431,4.3,2.88,0.02,[Fe/H],,,,
Kepler-1234,2.50882,Kepler-1234,,,TIC 399956098,Gaia DR3 2133394407221680256,,4967,0.76,0.8,-0.45387,3.80666,4.59,4.37,0.01,[Fe/H],,,,
Kepler-1235,2.520916,Kepler-1235,,,TIC 164830167,Gaia DR3 2105848204973534592,,5541,0.9,0.93,-0.15625,1.1,4.5,4.57,0.01,[Fe/H],,,,
Kepler-1236,2.497698,Kepler-1236,,,TIC 271758949,Gaia DR3 2077894736749534080,,5337,0.82,0.86,-0.37915,6.0153,4.55,4.07,-0.09,[Fe/H],,,,
Kepler-1237,2.535527,Kepler-1237,,,TIC 271770315,Gaia DR3 2079669589034384000,,5472,0.9,0.94,-0.25798,4.01964,4.5,4.57,0.12,[Fe/H],,,,
Kepler-1238,2.452160,Kepler-1238,,,TIC 169931288,Gaia DR3 2073671753111037440,,6386,1.48,1.3,0.58441,0.73308,4.21,2.14,0.05,[Fe/H],,,,
Kepler-1239,2.493876,Kepler-1239,,,TIC 275496016,Gaia DR3 2077689059355373440,,6564,1.57,1.4,0.44712,0.485,4.2,1.62,0.22,[Fe/H],,,,
Kepler-124,2.30884,Kepler-124,,,TIC 399860218,Gaia DR3 2131287021388901504,,4984,0.636,0.706,-0.46737,1.87,4.669,1.82,-0.46,[Fe/H],,,,
Kepler-1240,2.458359,Kepler-1240,,,TIC 258203566,Gaia DR3 2103567611698320896,,5682,0.96,0.98,0.22254,0.49,4.47,4.07,0.04,[Fe/H],,,,
Kepler-1241,2.426794,Kepler-1241,,,TIC 378013798,Gaia DR3 2052124692458750976,,5261,0.8,0.84,-0.32438,1.47924,4.56,4.68,-0.09,[Fe/H],,,,
Kepler-1242,2.470266,Kepler-1242,,,TIC 120317833,Gaia DR3 2104031227648002944,,4895,0.74,0.77,-0.51639,4.07205,4.6,5.62,-0.05,[Fe/H],,,,
Kepler-1243,2.502478,Kepler-1243,,,TIC 270782121,Gaia DR3 2078147796220283776,,5667,0.94,0.96,-0.24358,1.56166,4.48,4.37,0.01,[Fe/H],,,,
Kepler-1244,2.565330,Kepler-1244,,,TIC 123447592,Gaia DR3 2119130163697443840,,6680,1.77,1.46,1.03224,0.117813,4.1,1.7,0.05,[Fe/H],4.72067,,,
Kepler-1245,2.508875,Kepler-1245,,,TIC 159449041,Gaia DR3 2126057774150666368,,5306,0.83,0.86,-0.41093,3.05943,4.55,4.57,-0.01,[Fe/H],,,,
Kepler-1246,2.29819,Kepler-1246,,,TIC 298785034,Gaia DR3 2131238230560301440,,4611,0.69,0.73,-0.7266,0.11476,4.63,3.89,-0.03,[Fe/H],,,,
Kepler-1247,2.568494,Kepler-1247,,,TIC 271165854,Gaia DR3 2128141799661062400,,5303,0.82,0.86,-0.34527,7.43092,4.55,4.68,-0.05,[Fe/H],,,,
Kepler-1248,2.50928,Kepler-1248,,,TIC 298897924,,,6149,1.21,1.21,0.276,0.90781,4.36,1.51,0.24,[Fe/H],,,,
Kepler-1249,2.530555,Kepler-1249,,,TIC 272719153,Gaia DR3 2078933569080413056,,6202,1.28,1.19,0.42782,0.67505,4.29,2.82,0.06,[Fe/H],,,,
Kepler-125,2.13690,Kepler-125,,,TIC 273873718,Gaia DR3 2086439488284337536,M1 V,3810,0.512,0.542101,-1.3279,4.682315,4.744,1.09,-0.14,[Fe/H],,,,
Kepler-1250,2.554257,Kepler-1250,,,TIC 158559861,Gaia DR3 2130269320298515712,,5717,0.98,0.99,0.34255,8.08759,4.46,4.57,0.04,[Fe/H],,,,
Kepler-1251,2.33223,Kepler-1251,,,TIC 26583618,Gaia DR3 2129755779649780224,,5545,0.89,0.92,-0.15264,6.65298,4.51,4.79,-0.04,[Fe/H],,,,
Kepler-1252,2.569158,Kepler-1252,,,TIC 268387099,Gaia DR3 2085514146171216768,,5949,1.09,1.06,-0.12958,1.52219,4.38,3.89,0.03,[Fe/H],,,,
Kepler-1253,2.12627,Kepler-1253,,,TIC 164557694,Gaia DR3 2131628282308860288,,5850,1.1,0.97,0.34479,0.27,4.33,7.08,-0.14,[Fe/H],-44.54847,,,
Kepler-1254,2.27348,Kepler-1254,,,TIC 48506710,Gaia DR3 2131968065762170624,,4985,0.75,0.78,-0.57202,3.32192,4.59,5.62,-0.1,[Fe/H],,,,
Kepler-1255,2.500950,Kepler-1255,,,TIC 271538318,Gaia DR3 2077911332502996224,,6018,1.12,1.08,0.30726,0.53968,4.37,3.55,0.02,[Fe/H],,,,
Kepler-1256,2.535189,Kepler-1256,,,TIC 159763320,Gaia DR3 2126615024685005568,,6129,1.36,1.17,0.42833,0.39,4.23,3.72,0.05,[Fe/H],,,,
Kepler-1257,2.550833,Kepler-1257,,,TIC 272084528,Gaia DR3 2079813934296000512,,5502,0.87,0.9,-0.13622,1.42361,4.52,4.37,-0.09,[Fe/H],,,,
Kepler-1258,2.40266,Kepler-1258,,,TIC 279918915,Gaia DR3 2132156632006693504,,5839,0.99,0.99,0.09384,0.66,4.45,3.89,-0.07,[Fe/H],,,,
Kepler-1259,2.2668,Kepler-1259,,,TIC 273592350,Gaia DR3 2086307031492729856,,5053,0.77,0.8,-0.33296,4.30442,4.58,5.25,-0.07,[Fe/H],,,,
Kepler-126,2.527734,Kepler-126,,,TIC 159046962,Gaia DR3 2126918008858627712,,6239,1.358,1.108,0.452,0.4,4.247,3.39,-0.16,[Fe/H],-20.73818,,,
Kepler-1260,2.497692,Kepler-1260,,,TIC 271759028,Gaia DR3 2077894083914484352,,5961,1.08,1.06,0.52565,0.13337,4.39,3.8,0.01,[Fe/H],,,,
Kepler-1261,2.28533,Kepler-1261,,,TIC 48506742,Gaia DR3 2131968890395913344,,5006,0.77,0.82,-0.5233,7.26483,4.58,4.47,0.03,[Fe/H],,,,
Kepler-1262,2.491706,Kepler-1262,,,TIC 158794459,Gaia DR3 2102321933746075776,,5771,0.98,0.99,-0.10541,3.11474,4.45,4.27,-0.02,[Fe/H],,,,
Kepler-1263,2.569439,Kepler-1263,,,TIC 158270568,Gaia DR3 2130550520397270016,,5213,0.8,0.84,-0.41402,2.45318,4.56,4.9,-0.03,[Fe/H],,,,
Kepler-1264,2.544206,Kepler-1264,,,TIC 159177065,Gaia DR3 2127065652653876992,,5791,0.98,0.99,-0.05475,1.01,4.45,4.17,-0.02,[Fe/H],,,,
Kepler-1265,2.3162,Kepler-1265,,,TIC 164781761,Gaia DR3 2107385081710305152,,4630,0.69,0.71,-0.70004,4.27014,4.63,5.25,-0.1,[Fe/H],,,,
Kepler-1266,2.499901,Kepler-1266,,,TIC 158167159,Gaia DR3 2105528350169042560,,5044,0.76,0.8,-0.52996,2.07,4.59,5.13,-0.07,[Fe/H],,,,
Kepler-1266,2.499901,Kepler-1266,,,TIC 158167159,Gaia DR3 2105528350169042560,,4996,0.831,0.791,-0.52996,0.73807,4.497,7.24,0.14,[Fe/H],,,,
Kepler-1267,2.513155,Kepler-1267,,,TIC 268604100,Gaia DR3 2075971312960643712,,6096,1.2,1.15,0.0025,1.52999,4.33,3.24,0.07,[Fe/H],,,,
Kepler-1268,2.506932,Kepler-1268,,,TIC 158630552,Gaia DR3 2102974528255171968,,5904,1.09,1.06,0.34483,0.93341,4.38,4.27,0.05,[Fe/H],,,,
Kepler-1269,2.545592,Kepler-1269,,,TIC 158559018,Gaia DR3 2130211080541825024,,5998,1.15,1.1,0.5557,0.24,4.36,3.55,0.07,[Fe/H],,,,
Kepler-127,2.555672,Kepler-127,,,TIC 164881786,Gaia DR3 2107266570672734592,,6106,1.359,1.248,0.40651,0.48,4.265,2.69,0.2142,[M/H],-21.15643,,,
Kepler-1270,2.26358,Kepler-1270,,,TIC 399826741,Gaia DR3 2131169545443676032,,5047,3.38,1.28,0.71321,0.05,3.49,4.37,-0.02,[Fe/H],15.29014,,,
Kepler-1271,2.53884,Kepler-1271,,,TIC 120825510,Gaia DR3 2099073667159859840,,6143,1.23,1.13,0.21871,0.75,4.31,3.63,-0.01,[Fe/H],,,,
Kepler-1272,2.430990,Kepler-1272,,,TIC 399794186,Gaia DR3 2100148611573075200,,5926,1.09,1.06,0.37031,0.61921,4.39,3.89,0.06,[Fe/H],,,,
Kepler-1273,2.538177,Kepler-1273,,,TIC 279913214,Gaia DR3 2106311477324720384,,5566,0.91,0.94,-0.3054,2.74306,4.5,4.47,0.03,[Fe/H],,,,
Kepler-1274,2.563349,Kepler-1274,,,TIC 164781116,Gaia DR3 2107342716152550272,,6179,2.17,1.45,0.79752,0.15,3.93,2.88,0.11,[Fe/H],-8.57344,,,
Kepler-1275,2.540287,Kepler-1275,,,TIC 270521167,Gaia DR3 2126457313486865792,,6296,1.36,1.23,0.31503,3.17374,4.26,2.51,0.04,[Fe/H],,,,
Kepler-1276,2.458646,Kepler-1276,,,TIC 121333541,Gaia DR3 2100623600597189504,,6188,1.21,1.14,0.2204,0.8,4.33,3.09,-0.02,[Fe/H],-33.35884,,,
Kepler-1277,2.459490,Kepler-1277,,,TIC 138969285,Gaia DR3 2076601230039790592,,5578,0.92,0.94,-0.19906,1.37,4.49,5.01,-0.01,[Fe/H],,,,
Kepler-1278,2.501503,Kepler-1278,,,TIC 164413187,Gaia DR3 2104972581400204672,,6074,1.16,1.11,0.36593,0.43,4.35,3.31,0.02,[Fe/H],,,,
Kepler-1279,2.454614,Kepler-1279,,,TIC 121465371,Gaia DR3 2100559554044410624,,6221,1.33,1.21,0.69281,0.2,4.26,2.82,0.06,[Fe/H],,,,
Kepler-128,2.520766,Kepler-128,,,TIC 123490545,Gaia DR3 2105318412166111232,,6072,1.659,1.184,0.57542,0.365286,4.07,4.07,-0.03,[Fe/H],-21.29645,,,
Kepler-1280,2.546062,Kepler-1280,,,TIC 270616541,Gaia DR3 2127973677460755584,,6227,1.32,1.2,0.6788,0.17,4.28,2.82,0.04,[Fe/H],,,,
Kepler-1281,2.25738,Kepler-1281,,,TIC 27458799,Gaia DR3 2134725915805229952,,5353,0.83,0.87,-0.292,2.44249,4.55,4.37,-0.04,[Fe/H],,,,
Kepler-1282,2.567898,Kepler-1282,,,TIC 159301148,Gaia DR3 2127812564645370880,,5504,0.89,0.92,-0.18287,3.01046,4.51,4.57,0.01,[Fe/H],,,,
Kepler-1283,2.463750,Kepler-1283,,,TIC 184008951,Gaia DR3 2076599065376447488,,6175,1.25,1.16,0.92675,0.12756,4.31,2.88,0.04,[Fe/H],,,,
Kepler-1284,2.13010,Kepler-1284,,,TIC 159726546,Gaia DR3 2129192692257862912,,5123,0.79,0.84,-0.39518,2.93951,4.57,4.47,0.03,[Fe/H],,,,
Kepler-1285,2.525013,Kepler-1285,,,TIC 123410927,Gaia DR3 2105291955168605440,,6170,1.28,1.2,0.48088,0.4,4.3,2.75,0.16,[Fe/H],-3.72344,,,
Kepler-1286,2.518796,Kepler-1286,,,TIC 351766517,Gaia DR3 2116961690548889088,,5753,0.98,1,0.12822,0.98366,4.45,4.17,0.03,[Fe/H],,,,
Kepler-1287,2.3478,Kepler-1287,,,TIC 158985675,Gaia DR3 2127802188005355648,,5715,0.94,0.96,-0.09078,4.79022,4.48,4.07,-0.05,[Fe/H],,,,
Kepler-1288,2.480933,Kepler-1288,,,TIC 120577770,Gaia DR3 2103960721465412864,,6132,1.29,1.2,0.30207,0.65,4.29,2.88,0.14,[Fe/H],,,,
Kepler-1289,2.469607,Kepler-1289,,,TIC 184428068,Gaia DR3 2076819276942298496,,6080,1.17,1.1,0.16032,1.90469,4.35,2.95,0.02,[Fe/H],,,,
Kepler-129,2.15615,Kepler-129,,,TIC 164999822,Gaia DR3 2131494313689868416,G4 V,5770,1.653,1.178,0.46365,0.28,4.08,6.43,0.29,[Fe/H],-20.20839,,2.13,
Kepler-1290,2.519576,Kepler-1290,,,TIC 159450182,Gaia DR3 2126110795526604928,,5660,0.93,0.95,0.06899,1.36344,4.49,4.07,-0.02,[Fe/H],,,,
Kepler-1291,2.448965,Kepler-1291,,,TIC 122063936,Gaia DR3 2101249188353780480,,5216,0.8,0.84,-0.46748,1.45628,4.56,4.9,-0.04,[Fe/H],,,,
Kepler-1292,2.520917,Kepler-1292,,,TIC 164830162,Gaia DR3 2105848204973533696,,5556,0.93,0.95,-0.09051,2.37615,4.49,4.68,0.08,[Fe/H],,,,
Kepler-1293,2.22670,Kepler-1293,,,TIC 267749620,Gaia DR3 2129467364005869184,,6241,1.28,1.18,0.60386,0.27,4.29,2.82,0,[Fe/H],,,,
Kepler-1294,2.531949,Kepler-1294,,,TIC 159721015,Gaia DR3 2126234215705936640,,5776,0.97,0.99,0.42138,9.72741,4.46,3.98,-0.03,[Fe/H],,,,
Kepler-1295,2.548857,Kepler-1295,,,TIC 159723041,Gaia DR3 2126680651786377984,,5486,0.89,0.92,-0.28279,4.18978,4.51,4.68,0.04,[Fe/H],,,,
Kepler-1296,2.477920,Kepler-1296,,,TIC 137410211,Gaia DR3 2101644600223555328,,5359,0.83,0.87,0.48615,0.5853,4.55,4.17,-0.04,[Fe/H],,,,
Kepler-1297,2.3557,Kepler-1297,,,TIC 159225841,Gaia DR3 2127836719542510848,,5818,0.99,0.99,0.30193,0.54585,4.45,4.17,-0.04,[Fe/H],,,,
Kepler-1298,2.31794,Kepler-1298,,,TIC 267667467,Gaia DR3 2132178725317511936,,6339,2,1.45,0.83982,0.13,4,2.57,0.13,[Fe/H],-30.76241,,,
Kepler-1299,2.53856,Kepler-1299,,,TIC 120762000,Gaia DR3 2099071433776757888,,5609,0.91,0.94,-0.10621,0.44826,4.5,4.37,-0.01,[Fe/H],,,,
Kepler-130,2.452672,Kepler-130,,,TIC 121603794,Gaia DR3 2101305259145506816,,5884,1.127,0.927,0.19831,0.63,4.304,5.89,-0.199,[M/H],21.91547,,,
Kepler-130,2.452672,Kepler-130,,,TIC 121603794,Gaia DR3 2101305259145506816,,5879,1.17,1,0.155,0.87,4.29,5.89,0.02,[Fe/H],21.91547,,,
Kepler-1300,2.448915,Kepler-1300,,,TIC 121865605,Gaia DR3 2101241285613832192,,6130,1.79,1.29,0.63621,0.19,4.04,3.55,0.05,[Fe/H],,,,
Kepler-1301,2.494948,Kepler-1301,,,TIC 158278132,Gaia DR3 2105463135385330944,,5188,0.81,0.85,-0.34618,8.94101,4.56,4.9,0.01,[Fe/H],,,,
